n,q,p_in,p_out,Glauber,Glauber_STD,Metropolis,Metropolis_STD,Average,Average_STD
40,2,0.07,0.001001001001001001,0.6224999999999999,0.22499999999999998,0.7375,0.44999999999999996,0.625,0.22499999999999998
40,2,0.071,0.001001001001001001,0.605,0.42500000000000004,0.6675,0.32499999999999996,0.6075,0.17499999999999993
40,2,0.072,0.001001001001001001,0.58,0.17500000000000004,0.6500000000000001,0.32499999999999996,0.705,0.3999999999999999
40,2,0.073,0.001001001001001001,0.605,0.25,0.6399999999999999,0.30000000000000004,0.62,0.375
40,2,0.074,0.001001001001001001,0.5775,0.17500000000000004,0.635,0.25,0.5900000000000001,0.15000000000000002
40,2,0.075,0.001001001001001001,0.6125,0.17499999999999993,0.6300000000000001,0.375,0.62,0.17499999999999993
40,2,0.076,0.001001001001001001,0.57,0.25,0.6399999999999999,0.275,0.6225,0.32499999999999996
40,2,0.077,0.001001001001001001,0.6075000000000002,0.19999999999999996,0.675,0.35,0.5850000000000001,0.22499999999999998
40,2,0.078,0.001001001001001001,0.6075,0.25,0.6575,0.32499999999999996,0.6725000000000001,0.32499999999999996
40,2,0.079,0.001001001001001001,0.6124999999999999,0.17499999999999993,0.7,0.375,0.6799999999999999,0.25
40,2,0.08,0.001001001001001001,0.6075,0.25,0.705,0.375,0.62,0.375
40,2,0.081,0.001001001001001001,0.575,0.22499999999999998,0.6775,0.29999999999999993,0.6425000000000001,0.275
40,2,0.082,0.001001001001001001,0.6275,0.25,0.6599999999999999,0.42500000000000004,0.67,0.375
40,2,0.083,0.001001001001001001,0.6174999999999999,0.19999999999999996,0.7050000000000001,0.44999999999999996,0.6100000000000001,0.19999999999999996
40,2,0.084,0.001001001001001001,0.635,0.25,0.6950000000000001,0.275,0.6799999999999999,0.25
40,2,0.085,0.001001001001001001,0.5525,0.15000000000000002,0.7025,0.29999999999999993,0.63,0.42500000000000004
40,2,0.086,0.001001001001001001,0.615,0.22499999999999998,0.68,0.17500000000000004,0.6575,0.35
40,2,0.087,0.001001001001001001,0.575,0.09999999999999998,0.6725000000000001,0.42500000000000004,0.6875,0.35
40,2,0.088,0.001001001001001001,0.5874999999999999,0.22499999999999998,0.7100000000000001,0.375,0.6825,0.29999999999999993
40,2,0.089,0.001001001001001001,0.5750000000000001,0.22499999999999998,0.7424999999999999,0.3500000000000001,0.6549999999999999,0.42500000000000004
40,2,0.09,0.001001001001001001,0.6200000000000001,0.32499999999999996,0.6900000000000001,0.475,0.695,0.42500000000000004
40,2,0.091,0.001001001001001001,0.6200000000000001,0.32499999999999996,0.7449999999999999,0.42499999999999993,0.6399999999999999,0.275
40,2,0.092,0.001001001001001001,0.625,0.275,0.6900000000000001,0.32499999999999996,0.6499999999999999,0.35
40,2,0.093,0.001001001001001001,0.5925,0.30000000000000004,0.6425000000000001,0.375,0.725,0.4
40,2,0.094,0.001001001001001001,0.58,0.17500000000000004,0.675,0.42500000000000004,0.6325000000000001,0.32499999999999996
40,2,0.095,0.001001001001001001,0.6225,0.25,0.7074999999999999,0.3999999999999999,0.5950000000000001,0.25
40,2,0.096,0.001001001001001001,0.635,0.25,0.7,0.42499999999999993,0.595,0.22499999999999998
40,2,0.097,0.001001001001001001,0.605,0.17500000000000004,0.7,0.375,0.6200000000000001,0.29999999999999993
40,2,0.098,0.001001001001001001,0.6025,0.17499999999999993,0.6500000000000001,0.275,0.6674999999999999,0.275
40,2,0.099,0.001001001001001001,0.6225,0.17499999999999993,0.7499999999999999,0.42500000000000004,0.66,0.275
40,2,0.1,0.001001001001001001,0.6375,0.19999999999999996,0.7275,0.4,0.6024999999999999,0.32499999999999996
40,2,0.101,0.001001001001001001,0.6,0.17499999999999993,0.7449999999999999,0.32499999999999996,0.6799999999999999,0.375
40,2,0.102,0.001001001001001001,0.6075000000000002,0.15000000000000002,0.7725000000000001,0.44999999999999996,0.705,0.44999999999999996
40,2,0.103,0.001001001001001001,0.6125,0.25,0.655,0.4,0.6199999999999999,0.475
40,2,0.104,0.001001001001001001,0.5725,0.30000000000000004,0.7324999999999999,0.44999999999999996,0.6825,0.42500000000000004
40,2,0.105,0.001001001001001001,0.6125,0.22499999999999998,0.705,0.4,0.6049999999999999,0.4
40,2,0.106,0.001001001001001001,0.5675,0.17500000000000004,0.635,0.30000000000000004,0.77,0.375
40,2,0.107,0.001001001001001001,0.625,0.15000000000000002,0.805,0.32499999999999996,0.6625,0.275
40,2,0.108,0.001001001001001001,0.6325,0.30000000000000004,0.6650000000000001,0.35,0.6875000000000001,0.42499999999999993
40,2,0.109,0.001001001001001001,0.6050000000000001,0.275,0.7075000000000001,0.4,0.7174999999999999,0.4
40,2,0.11,0.001001001001001001,0.62,0.25,0.7575,0.44999999999999996,0.6224999999999999,0.275
40,2,0.111,0.001001001001001001,0.6250000000000001,0.22499999999999998,0.7625,0.42499999999999993,0.685,0.42499999999999993
40,2,0.112,0.001001001001001001,0.6375,0.35,0.5875,0.17500000000000004,0.6475000000000001,0.25
40,2,0.113,0.001001001001001001,0.6150000000000001,0.10000000000000009,0.7224999999999999,0.475,0.6925,0.44999999999999996
40,2,0.114,0.001001001001001001,0.64,0.32499999999999996,0.6675,0.5,0.5625,0.32499999999999996
40,2,0.115,0.001001001001001001,0.6224999999999999,0.22499999999999998,0.7425,0.4,0.65,0.375
40,2,0.116,0.001001001001001001,0.635,0.30000000000000004,0.72,0.475,0.6499999999999999,0.25
40,2,0.117,0.001001001001001001,0.6224999999999998,0.22499999999999998,0.6950000000000001,0.475,0.64,0.475
40,2,0.118,0.001001001001001001,0.635,0.19999999999999996,0.74,0.42499999999999993,0.7024999999999999,0.29999999999999993
40,2,0.119,0.001001001001001001,0.63,0.29999999999999993,0.775,0.42500000000000004,0.6725,0.19999999999999996
40,2,0.12,0.001001001001001001,0.5925,0.25,0.6875000000000001,0.42499999999999993,0.6699999999999999,0.32499999999999996
40,2,0.121,0.001001001001001001,0.655,0.25,0.6875,0.475,0.74,0.44999999999999996
40,2,0.122,0.001001001001001001,0.6275000000000001,0.22499999999999998,0.6975,0.475,0.6500000000000001,0.44999999999999996
40,2,0.123,0.001001001001001001,0.6075,0.17499999999999993,0.79,0.375,0.675,0.35
40,2,0.124,0.001001001001001001,0.575,0.15000000000000002,0.865,0.44999999999999996,0.655,0.35
40,2,0.125,0.001001001001001001,0.6174999999999999,0.32499999999999996,0.6950000000000001,0.42499999999999993,0.6075,0.29999999999999993
40,2,0.126,0.001001001001001001,0.5800000000000001,0.15000000000000002,0.6799999999999999,0.42500000000000004,0.6599999999999999,0.32499999999999996
40,2,0.127,0.001001001001001001,0.6325000000000001,0.25,0.6950000000000001,0.44999999999999996,0.6900000000000001,0.42499999999999993
40,2,0.128,0.001001001001001001,0.625,0.25,0.7375,0.475,0.5900000000000001,0.17500000000000004
40,2,0.129,0.001001001001001001,0.6300000000000001,0.22499999999999998,0.8375,0.4,0.6325,0.4
40,2,0.13,0.001001001001001001,0.6025,0.275,0.7325,0.5,0.7224999999999999,0.32500000000000007
40,2,0.131,0.001001001001001001,0.6399999999999999,0.22499999999999998,0.8275,0.475,0.6775,0.35
40,2,0.132,0.001001001001001001,0.615,0.275,0.7575,0.5,0.6300000000000001,0.35
40,2,0.133,0.001001001001001001,0.625,0.32499999999999996,0.7,0.44999999999999996,0.635,0.30000000000000004
40,2,0.134,0.001001001001001001,0.6249999999999999,0.19999999999999996,0.72,0.42499999999999993,0.685,0.4
40,2,0.135,0.001001001001001001,0.6275000000000002,0.30000000000000004,0.8075000000000001,0.42500000000000004,0.7,0.3500000000000001
40,2,0.136,0.001001001001001001,0.64,0.25,0.7125000000000001,0.44999999999999996,0.7075,0.5
40,2,0.137,0.001001001001001001,0.62,0.32499999999999996,0.6725000000000001,0.375,0.74,0.4
40,2,0.138,0.001001001001001001,0.6075,0.4,0.79,0.475,0.655,0.32499999999999996
40,2,0.139,0.001001001001001001,0.6,0.25,0.7575000000000001,0.44999999999999996,0.755,0.375
40,2,0.14,0.001001001001001001,0.5750000000000001,0.275,0.8300000000000001,0.42500000000000004,0.5875000000000001,0.19999999999999996
40,2,0.141,0.001001001001001001,0.5725,0.19999999999999996,0.7825,0.5,0.6975,0.42500000000000004
40,2,0.142,0.001001001001001001,0.64,0.275,0.6875,0.475,0.6074999999999999,0.30000000000000004
40,2,0.143,0.001001001001001001,0.6199999999999999,0.32499999999999996,0.7899999999999999,0.32500000000000007,0.685,0.42499999999999993
40,2,0.144,0.001001001001001001,0.6375,0.22499999999999998,0.7474999999999999,0.42499999999999993,0.7525,0.5
40,2,0.145,0.001001001001001001,0.6399999999999999,0.29999999999999993,0.7849999999999999,0.5,0.7324999999999999,0.25
40,2,0.146,0.001001001001001001,0.62,0.29999999999999993,0.78,0.4,0.7,0.44999999999999996
40,2,0.147,0.001001001001001001,0.6475,0.32499999999999996,0.7749999999999998,0.5,0.655,0.5
40,2,0.148,0.001001001001001001,0.605,0.22499999999999998,0.7499999999999999,0.475,0.6824999999999999,0.35
40,2,0.149,0.001001001001001001,0.6275,0.29999999999999993,0.8025,0.42499999999999993,0.565,0.17500000000000004
40,2,0.15,0.001001001001001001,0.655,0.25,0.7775000000000001,0.42500000000000004,0.6525000000000001,0.4
40,2,0.151,0.001001001001001001,0.665,0.29999999999999993,0.7975,0.475,0.6725,0.35
40,2,0.152,0.001001001001001001,0.635,0.32499999999999996,0.8074999999999999,0.475,0.7025,0.4
40,2,0.153,0.001001001001001001,0.6125,0.29999999999999993,0.74,0.475,0.6775,0.44999999999999996
40,2,0.154,0.001001001001001001,0.645,0.275,0.655,0.42499999999999993,0.6525000000000001,0.35
40,2,0.155,0.001001001001001001,0.575,0.22499999999999998,0.8099999999999999,0.44999999999999996,0.7024999999999999,0.44999999999999996
40,2,0.156,0.001001001001001001,0.6699999999999999,0.29999999999999993,0.7150000000000001,0.475,0.6449999999999999,0.42499999999999993
40,2,0.157,0.001001001001001001,0.5874999999999999,0.32499999999999996,0.7949999999999999,0.475,0.67,0.35
40,2,0.158,0.001001001001001001,0.63,0.19999999999999996,0.6525000000000001,0.475,0.6849999999999999,0.375
40,2,0.159,0.001001001001001001,0.725,0.32500000000000007,0.6174999999999999,0.44999999999999996,0.6700000000000002,0.475
40,2,0.16,0.001001001001001001,0.6100000000000001,0.19999999999999996,0.8075000000000001,0.5,0.7325,0.44999999999999996
40,2,0.161,0.001001001001001001,0.6475000000000002,0.30000000000000004,0.7849999999999999,0.5,0.7225,0.475
40,2,0.162,0.001001001001001001,0.625,0.35,0.7375000000000002,0.475,0.7699999999999998,0.5
40,2,0.163,0.001001001001001001,0.6,0.19999999999999996,0.7899999999999998,0.4,0.6824999999999999,0.3999999999999999
40,2,0.164,0.001001001001001001,0.6275,0.22499999999999998,0.7725,0.5,0.6675,0.4
40,2,0.165,0.001001001001001001,0.5974999999999999,0.30000000000000004,0.6849999999999999,0.475,0.7275,0.5
40,2,0.166,0.001001001001001001,0.6500000000000001,0.25,0.7925,0.475,0.6125,0.4
40,2,0.167,0.001001001001001001,0.6399999999999999,0.35,0.715,0.44999999999999996,0.6824999999999999,0.44999999999999996
40,2,0.168,0.001001001001001001,0.6249999999999999,0.275,0.7424999999999999,0.475,0.6375,0.4
40,2,0.169,0.001001001001001001,0.6325,0.25,0.7100000000000001,0.5,0.7100000000000001,0.475
40,2,0.17,0.001001001001001001,0.62,0.30000000000000004,0.7749999999999999,0.475,0.7825,0.42499999999999993
40,2,0.171,0.001001001001001001,0.595,0.19999999999999996,0.7175,0.475,0.6424999999999998,0.275
40,2,0.172,0.001001001001001001,0.615,0.25,0.6900000000000001,0.475,0.6950000000000001,0.5
40,2,0.173,0.001001001001001001,0.585,0.19999999999999996,0.8400000000000001,0.42500000000000004,0.6950000000000001,0.475
40,2,0.174,0.001001001001001001,0.6475000000000001,0.275,0.7875,0.5,0.7575,0.42500000000000004
40,2,0.175,0.001001001001001001,0.6824999999999999,0.32499999999999996,0.8150000000000001,0.475,0.6474999999999999,0.4
40,2,0.176,0.001001001001001001,0.6125,0.19999999999999996,0.6725000000000001,0.5,0.65,0.29999999999999993
40,2,0.177,0.001001001001001001,0.6025,0.375,0.7775000000000001,0.5,0.645,0.475
40,2,0.178,0.001001001001001001,0.6675,0.30000000000000004,0.7775000000000001,0.475,0.65,0.3999999999999999
40,2,0.179,0.001001001001001001,0.6074999999999999,0.19999999999999996,0.7,0.475,0.7024999999999999,0.4
40,2,0.18,0.001001001001001001,0.66,0.32499999999999996,0.7625,0.44999999999999996,0.68,0.375
40,2,0.181,0.001001001001001001,0.6400000000000001,0.42499999999999993,0.6925,0.5,0.7225,0.475
40,2,0.182,0.001001001001001001,0.6799999999999999,0.42500000000000004,0.74,0.475,0.6925000000000001,0.475
40,2,0.183,0.001001001001001001,0.6425,0.30000000000000004,0.8,0.42500000000000004,0.7350000000000001,0.44999999999999996
40,2,0.184,0.001001001001001001,0.5850000000000002,0.30000000000000004,0.85,0.4,0.7125000000000001,0.475
40,2,0.185,0.001001001001001001,0.6325000000000001,0.35,0.7224999999999999,0.5,0.6,0.30000000000000004
40,2,0.186,0.001001001001001001,0.7024999999999999,0.375,0.8949999999999999,0.5,0.6975,0.475
40,2,0.187,0.001001001001001001,0.6375,0.25,0.75,0.5,0.72,0.475
40,2,0.188,0.001001001001001001,0.6325000000000001,0.275,0.785,0.5,0.765,0.475
40,2,0.189,0.001001001001001001,0.6675,0.30000000000000004,0.76,0.475,0.69,0.44999999999999996
40,2,0.19,0.001001001001001001,0.6174999999999999,0.25,0.8,0.475,0.7525000000000001,0.5
40,2,0.191,0.001001001001001001,0.6199999999999999,0.22499999999999998,0.7625,0.475,0.755,0.475
40,2,0.192,0.001001001001001001,0.655,0.2749999999999999,0.7474999999999999,0.5,0.6725,0.375
40,2,0.193,0.001001001001001001,0.7225,0.375,0.7625,0.475,0.8074999999999999,0.5
40,2,0.194,0.001001001001001001,0.6100000000000001,0.22499999999999998,0.8275,0.475,0.7,0.44999999999999996
40,2,0.195,0.001001001001001001,0.5774999999999999,0.275,0.78,0.44999999999999996,0.7849999999999999,0.475
40,2,0.196,0.001001001001001001,0.6224999999999999,0.19999999999999996,0.835,0.5,0.7225,0.475
40,2,0.197,0.001001001001001001,0.5925,0.25,0.7075,0.5,0.7075,0.44999999999999996
40,2,0.198,0.001001001001001001,0.6699999999999999,0.29999999999999993,0.76,0.475,0.6250000000000001,0.29999999999999993
40,2,0.199,0.001001001001001001,0.645,0.32499999999999996,0.7074999999999999,0.5,0.6575,0.5
40,2,0.2,0.001001001001001001,0.6425,0.275,0.7675,0.44999999999999996,0.7200000000000001,0.475
40,2,0.201,0.001001001001001001,0.6675,0.32499999999999996,0.75,0.475,0.6875,0.32499999999999996
40,2,0.202,0.001001001001001001,0.6050000000000001,0.275,0.7725,0.475,0.7175,0.5
40,2,0.203,0.001001001001001001,0.6375,0.20000000000000007,0.675,0.5,0.7200000000000001,0.475
40,2,0.204,0.001001001001001001,0.6675,0.2749999999999999,0.8074999999999999,0.475,0.6499999999999999,0.5
40,2,0.205,0.001001001001001001,0.64,0.4,0.76,0.475,0.7675,0.5
40,2,0.206,0.001001001001001001,0.7025,0.35,0.875,0.44999999999999996,0.7175,0.475
40,2,0.207,0.001001001001001001,0.66,0.275,0.8375,0.475,0.78,0.5
40,2,0.208,0.001001001001001001,0.6775000000000001,0.25,0.7900000000000001,0.5,0.6825000000000001,0.44999999999999996
40,2,0.209,0.001001001001001001,0.6775,0.375,0.705,0.5,0.7775000000000001,0.5
40,2,0.21,0.001001001001001001,0.6624999999999999,0.35,0.8074999999999999,0.5,0.7975,0.44999999999999996
40,2,0.211,0.001001001001001001,0.6500000000000001,0.275,0.67,0.5,0.685,0.475
40,2,0.212,0.001001001001001001,0.6675,0.25,0.7175,0.5,0.6925,0.475
40,2,0.213,0.001001001001001001,0.6275000000000001,0.275,0.76,0.44999999999999996,0.7249999999999999,0.44999999999999996
40,2,0.214,0.001001001001001001,0.665,0.32499999999999996,0.875,0.475,0.8099999999999999,0.44999999999999996
40,2,0.215,0.001001001001001001,0.68,0.29999999999999993,0.675,0.5,0.635,0.5
40,2,0.216,0.001001001001001001,0.6399999999999999,0.22499999999999998,0.7275,0.475,0.7125,0.5
40,2,0.217,0.001001001001001001,0.6224999999999999,0.25,0.7150000000000001,0.475,0.6024999999999999,0.35
40,2,0.218,0.001001001001001001,0.665,0.2250000000000001,0.745,0.44999999999999996,0.7224999999999999,0.475
40,2,0.219,0.001001001001001001,0.6,0.22499999999999998,0.7849999999999999,0.5,0.7975000000000001,0.5
40,2,0.22,0.001001001001001001,0.6499999999999999,0.42499999999999993,0.7825,0.475,0.5825,0.32499999999999996
40,2,0.221,0.001001001001001001,0.6075,0.32499999999999996,0.785,0.475,0.7599999999999999,0.475
40,2,0.222,0.001001001001001001,0.5925,0.25,0.8025,0.475,0.7325000000000002,0.475
40,2,0.223,0.001001001001001001,0.6625000000000001,0.20000000000000007,0.7025,0.5,0.6325000000000001,0.375
40,2,0.224,0.001001001001001001,0.62,0.22499999999999998,0.8150000000000002,0.475,0.7074999999999999,0.475
40,2,0.225,0.001001001001001001,0.6725000000000001,0.20000000000000007,0.6525000000000001,0.5,0.6825000000000001,0.44999999999999996
40,2,0.226,0.001001001001001001,0.6174999999999999,0.22499999999999998,0.72,0.475,0.6875,0.475
40,2,0.227,0.001001001001001001,0.7000000000000002,0.375,0.76,0.475,0.7075,0.5
40,2,0.228,0.001001001001001001,0.6174999999999999,0.22499999999999998,0.8025,0.475,0.7474999999999999,0.475
40,2,0.229,0.001001001001001001,0.6475,0.32499999999999996,0.7525,0.5,0.7075,0.5
40,2,0.23,0.001001001001001001,0.695,0.32499999999999996,0.7925000000000001,0.5,0.6950000000000001,0.5
40,2,0.231,0.001001001001001001,0.6475000000000001,0.375,0.7799999999999999,0.475,0.705,0.5
40,2,0.232,0.001001001001001001,0.655,0.2749999999999999,0.7049999999999998,0.44999999999999996,0.8,0.44999999999999996
40,2,0.233,0.001001001001001001,0.6699999999999999,0.4,0.8225000000000001,0.475,0.675,0.5
40,2,0.234,0.001001001001001001,0.6875000000000001,0.4,0.6975,0.475,0.74,0.475
40,2,0.235,0.001001001001001001,0.6375,0.375,0.76,0.42500000000000004,0.7549999999999998,0.5
40,2,0.236,0.001001001001001001,0.6725,0.4,0.8699999999999999,0.42500000000000004,0.6375,0.42500000000000004
40,2,0.237,0.001001001001001001,0.6825,0.29999999999999993,0.7849999999999999,0.5,0.82,0.5
40,2,0.238,0.001001001001001001,0.6674999999999999,0.29999999999999993,0.71,0.5,0.7150000000000001,0.475
40,2,0.239,0.001001001001001001,0.6725,0.32499999999999996,0.9199999999999999,0.42500000000000004,0.5850000000000001,0.22499999999999998
40,2,0.24,0.001001001001001001,0.6174999999999999,0.275,0.7875,0.5,0.7649999999999999,0.44999999999999996
40,2,0.241,0.001001001001001001,0.6025,0.22499999999999998,0.835,0.475,0.7725000000000001,0.5
40,2,0.242,0.001001001001001001,0.6625,0.25,0.775,0.5,0.765,0.44999999999999996
40,2,0.243,0.001001001001001001,0.7049999999999998,0.375,0.7300000000000001,0.5,0.6575,0.475
40,2,0.244,0.001001001001001001,0.6450000000000001,0.32499999999999996,0.8574999999999999,0.44999999999999996,0.725,0.475
40,2,0.245,0.001001001001001001,0.6799999999999999,0.375,0.74,0.475,0.7325,0.475
40,2,0.246,0.001001001001001001,0.6400000000000001,0.29999999999999993,0.865,0.44999999999999996,0.7625,0.475
40,2,0.247,0.001001001001001001,0.635,0.30000000000000004,0.8149999999999998,0.5,0.65,0.5
40,2,0.248,0.001001001001001001,0.7150000000000001,0.25,0.9524999999999999,0.44999999999999996,0.7424999999999999,0.44999999999999996
